trt	ano	mes	recebidos
4	2014	12	5134
5	2014	1	3497
5	2014	2	4476
5	2014	3	4274
5	2014	4	3453
5	2014	5	4562
5	2014	6	3834
5	2014	7	5132
5	2014	8	4108
5	2014	9	5023
5	2014	10	4928
5	2014	11	4031
5	2014	12	2435
6	2014	1	1623
6	2014	2	2321
6	2014	3	2062
6	2014	4	2012
6	2014	5	2201
6	2014	6	1762
6	2014	7	2264
6	2014	8	2368
6	2014	9	2481
6	2014	10	2501
6	2014	11	2217
6	2014	12	1602
7	2014	1	1000
7	2014	2	913
7	2014	3	874
7	2014	4	895
7	2014	5	1313
7	2014	6	1161
7	2014	7	1278
7	2014	8	899
7	2014	9	1281
7	2014	10	1233
7	2014	11	972
7	2014	12	881
8	2014	1	981
8	2014	2	1221
8	2014	3	1147
8	2014	4	1175
8	2014	5	1362
8	2014	6	1332
8	2014	7	1446
8	2014	8	1384
8	2014	9	1564
8	2014	10	1542
8	2014	11	1308
8	2014	12	933
9	2014	1	2169
9	2014	2	4074
9	2014	3	4380
9	2014	4	4417
9	2014	5	4921
9	2014	6	4596
9	2014	7	5342
9	2014	8	4698
9	2014	9	4812
9	2014	10	5479
9	2014	11	4681
9	2014	12	3271
10	2014	1	905
10	2014	2	1739
10	2014	3	1655
10	2014	4	1560
10	2014	5	1577
10	2014	6	1249
10	2014	7	1605
10	2014	8	1689
10	2014	9	1960
10	2014	10	1689
10	2014	11	2091
10	2014	12	1041
11	2014	1	346
11	2014	2	780
11	2014	3	609
11	2014	4	674
11	2014	5	685
11	2014	6	580
11	2014	7	817
11	2014	8	1103
11	2014	9	939
11	2014	10	774
11	2014	11	949
11	2014	12	637
12	2014	1	1657
12	2014	2	2266
12	2014	3	2294
12	2014	4	2509
12	2014	5	2721
12	2014	6	2864
12	2014	7	2805
12	2014	8	2510
12	2014	9	3405
12	2014	10	2799
12	2014	11	2248
12	2014	12	1669
13	2014	1	1405
13	2014	2	818
13	2014	3	1057
13	2014	4	1043
13	2014	5	1300
13	2014	6	599
13	2014	7	1252
13	2014	8	986
13	2014	9	1073
13	2014	10	1149
13	2014	11	879
13	2014	12	672
14	2014	1	280
14	2014	2	630
14	2014	3	482
14	2014	4	476
14	2014	5	663
14	2014	6	439
14	2014	7	561
14	2014	8	508
14	2014	9	603
14	2014	10	640
14	2014	11	528
14	2014	12	333
15	2014	1	6304
15	2014	2	9829
15	2014	3	7476
15	2014	4	10069
15	2014	5	9096
15	2014	6	8343
15	2014	7	10872
15	2014	8	8978
15	2014	9	12188
15	2014	10	10433
15	2014	11	8981
15	2014	12	5887
16	2014	1	907
16	2014	2	1032
16	2014	3	743
16	2014	4	770
16	2014	5	1029
16	2014	6	774
16	2014	7	1155
16	2014	8	989
16	2014	9	595
16	2014	10	871
16	2014	11	731
16	2014	12	416
17	2014	1	984
17	2014	2	1357
17	2014	3	1268
17	2014	4	1316
17	2014	5	1471
17	2014	6	1249
17	2014	7	1418
17	2014	8	1508
17	2014	9	1474
17	2014	10	1666
17	2014	11	1461
17	2014	12	1149
18	2014	1	1592
18	2014	2	1984
18	2014	3	1717
18	2014	4	1670
18	2014	5	2134
18	2014	6	1507
18	2014	7	2048
18	2014	8	2168
18	2014	9	2168
18	2014	10	2190
18	2014	11	2065
18	2014	12	1323
19	2014	1	469
19	2014	2	594
19	2014	3	520
19	2014	4	468
19	2014	5	476
19	2014	6	471
19	2014	7	729
19	2014	8	495
19	2014	9	572
19	2014	10	596
19	2014	11	538
19	2014	12	193
20	2014	1	263
20	2014	2	544
20	2014	3	418
20	2014	4	378
20	2014	5	639
20	2014	6	512
20	2014	7	551
20	2014	8	696
20	2014	9	793
20	2014	10	784
20	2014	11	652
20	2014	12	169
21	2014	1	513
21	2014	2	1079
21	2014	3	679
21	2014	4	632
21	2014	5	1095
21	2014	6	901
21	2014	7	892
21	2014	8	784
21	2014	9	655
21	2014	10	998
21	2014	11	979
21	2014	12	564
22	2014	1	484
22	2014	2	380
22	2014	3	925
22	2014	4	595
22	2014	5	628
22	2014	6	579
22	2014	7	536
22	2014	8	603
22	2014	9	784
22	2014	10	797
22	2014	11	625
22	2014	12	690
23	2014	1	877
23	2014	2	1335
23	2014	3	946
23	2014	4	798
23	2014	5	706
23	2014	6	697
23	2014	7	1299
23	2014	8	920
23	2014	9	968
23	2014	10	878
23	2014	11	801
23	2014	12	730
24	2014	1	658
24	2014	2	979
24	2014	3	928
24	2014	4	752
24	2014	5	1000
24	2014	6	797
24	2014	7	976
24	2014	8	755
24	2014	9	1022
24	2014	10	904
24	2014	11	857
24	2014	12	461
1	2015	1	4378
1	2015	2	6065
1	2015	3	8456
1	2015	4	5568
1	2015	5	7555
1	2015	6	7615
1	2015	7	7210
1	2015	8	6739
1	2015	9	7174
1	2015	10	7400
1	2015	11	6632
1	2015	12	5448
2	2015	1	12086
2	2015	2	12024
2	2015	3	15914
2	2015	4	11831
2	2015	5	13372
2	2015	6	12147
2	2015	7	8455
2	2015	8	10157
2	2015	9	10329
2	2015	10	11457
2	2015	11	10731
2	2015	12	6938
3	2015	1	4794
3	2015	2	7424
3	2015	3	9092
3	2015	4	7579
3	2015	5	8292
3	2015	6	7422
3	2015	7	6868
3	2015	8	7156
3	2015	9	8263
3	2015	10	8711
3	2015	11	9303
3	2015	12	6627
4	2015	1	3562
4	2015	2	4680
4	2015	3	8119
4	2015	4	6191
4	2015	5	7311
4	2015	6	6538
4	2015	7	6234
4	2015	8	5057
4	2015	9	6235
4	2015	10	7747
4	2015	11	8084
4	2015	12	6416
5	2015	1	3385
5	2015	2	3442
5	2015	3	4876
5	2015	4	4083
5	2015	5	4542
5	2015	6	3121
5	2015	7	2240
5	2015	8	2370
5	2015	9	3082
5	2015	10	4286
5	2015	11	5112
5	2015	12	3321
6	2015	1	1486
6	2015	2	1867
6	2015	3	2720
6	2015	4	2116
6	2015	5	2367
6	2015	6	2457
6	2015	7	2471
6	2015	8	1896
6	2015	9	2281
6	2015	10	2091
6	2015	11	2228
6	2015	12	1407
7	2015	1	852
7	2015	2	947
7	2015	3	949
7	2015	4	901
7	2015	5	1049
7	2015	6	1020
7	2015	7	808
7	2015	8	759
7	2015	9	947
7	2015	10	1151
7	2015	11	1120
7	2015	12	693
8	2015	1	857
8	2015	2	1308
8	2015	3	1655
8	2015	4	1411
8	2015	5	1521
8	2015	6	1665
8	2015	7	1612
8	2015	8	1364
8	2015	9	1693
8	2015	10	1371
8	2015	11	1514
8	2015	12	1060
9	2015	1	2670
9	2015	2	3911
9	2015	3	5663
9	2015	4	5340
9	2015	5	6087
9	2015	6	4929
9	2015	7	3775
9	2015	8	2697
9	2015	9	4650
9	2015	10	5703
9	2015	11	5453
9	2015	12	3027
10	2015	1	1052
10	2015	2	1490
10	2015	3	2232
10	2015	4	1723
10	2015	5	2090
10	2015	6	2183
10	2015	7	9744
10	2015	8	1097
10	2015	9	1149
10	2015	10	1928
10	2015	11	2104
10	2015	12	1048
11	2015	1	970
11	2015	2	946
11	2015	3	1229
11	2015	4	1008
11	2015	5	1281
11	2015	6	1168
11	2015	7	1197
11	2015	8	1363
11	2015	9	1684
11	2015	10	1280
11	2015	11	1331
11	2015	12	803
12	2015	1	1522
12	2015	2	1833
12	2015	3	2812
12	2015	4	2508
12	2015	5	2291
12	2015	6	2744
12	2015	7	2675
12	2015	8	2094
12	2015	9	2898
12	2015	10	2692
12	2015	11	2764
12	2015	12	1696
13	2015	1	837
13	2015	2	803
13	2015	3	1206
13	2015	4	979
13	2015	5	937
13	2015	6	858
13	2015	7	829
13	2015	8	994
13	2015	9	1194
13	2015	10	1134
13	2015	11	1025
13	2015	12	639
14	2015	1	390
14	2015	2	489
14	2015	3	777
14	2015	4	446
14	2015	5	747
14	2015	6	675
14	2015	7	826
14	2015	8	555
14	2015	9	1006
14	2015	10	725
14	2015	11	816
14	2015	12	482
15	2015	1	7129
15	2015	2	8881
15	2015	3	10745
15	2015	4	9058
15	2015	5	13282
15	2015	6	11214
15	2015	7	10937
15	2015	8	10021
15	2015	9	9209
15	2015	10	9758
15	2015	11	9376
15	2015	12	6637
16	2015	1	606
16	2015	2	723
16	2015	3	853
16	2015	4	678
16	2015	5	835
16	2015	6	1075
16	2015	7	480
16	2015	8	627
16	2015	9	1235
16	2015	10	859
16	2015	11	751
16	2015	12	438
17	2015	1	956
17	2015	2	1464
17	2015	3	1841
17	2015	4	1567
17	2015	5	1822
17	2015	6	1610
17	2015	7	1575
17	2015	8	626
17	2015	9	1716
17	2015	10	1862
17	2015	11	1961
17	2015	12	1207
18	2015	1	1476
18	2015	2	1530
18	2015	3	2128
18	2015	4	1835
18	2015	5	2184
18	2015	6	1640
18	2015	7	1549
18	2015	8	1858
18	2015	9	2427
18	2015	10	2284
18	2015	11	2102
18	2015	12	1513
19	2015	1	437
19	2015	2	398
19	2015	3	856
19	2015	4	451
19	2015	5	586
19	2015	6	475
19	2015	7	606
19	2015	8	489
19	2015	9	585
19	2015	10	629
19	2015	11	499
19	2015	12	325
20	2015	1	663
20	2015	2	810
20	2015	3	762
20	2015	4	649
20	2015	5	900
20	2015	6	551
20	2015	7	801
20	2015	8	847
20	2015	9	664
20	2015	10	982
20	2015	11	757
20	2015	12	512
21	2015	1	763
21	2015	2	1073
21	2015	3	1432
21	2015	4	1009
21	2015	5	1097
21	2015	6	1209
21	2015	7	722
21	2015	8	832
21	2015	9	816
21	2015	10	1041
21	2015	11	1045
21	2015	12	715
22	2015	1	599
22	2015	2	494
22	2015	3	1181
22	2015	4	711
22	2015	5	998
22	2015	6	728
22	2015	7	908
22	2015	8	1019
22	2015	9	939
22	2015	10	733
22	2015	11	828
22	2015	12	666
23	2015	1	705
23	2015	2	1046
23	2015	3	1080
23	2015	4	895
23	2015	5	987
23	2015	6	752
23	2015	7	1138
23	2015	8	1092
23	2015	9	1177
23	2015	10	896
23	2015	11	1073
23	2015	12	848
24	2015	1	775
24	2015	2	890
24	2015	3	874
24	2015	4	746
24	2015	5	1183
24	2015	6	993
24	2015	7	1061
24	2015	8	733
24	2015	9	840
24	2015	10	691
24	2015	11	993
24	2015	12	609
